"Идентификатор пользователя","Название приюта","Дата/время платежа","Наименование услуги","Сумма платежа"
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:22:55,КотоДень,67
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:22:55,КотоДень,67
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:22:55,Наполнитель для туалета,20
27558,Люськин дом,2019-09-30 21:22:55,"1 КотоДень",97
27523,Шереметьевский приют,2019-09-30 21:25:58,Порция вкуснейшего корма,140
27523,Лаюшки и Мяушки,2019-09-30 21:25:58,ПёсоДень,155
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:27:52,КотоДень,67
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:27:52,Наполнитель для туалета,20
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:27:52,Рекламировать питомца (пакет Mini),78
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:32:55,КотоДень,67
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:32:55,Наполнитель для туалета,20
27558,"Кошачий приют ""ДОМИК""",2019-09-30 21:32:55,Рекламировать питомца (пакет Mini),78
356,Центральный приют Спб для бездомных кошек!,2019-09-30 21:38:35,"1 КотоДень",98
356,Котофей,2019-09-30 21:38:35,"1 КотоДень",87
356,Добрые сердца,2019-09-30 21:38:35,КотоДень,99
356,Добрые сердца,2019-09-30 21:38:35,Избавить питомца от глистов,191
356,Добрые сердца,2019-09-30 21:38:35,КотоДень,99
356,"Кошачий приют ""ДОМИК""",2019-09-30 21:41:19,КотоДень,67
27779,Добрые сердца,2019-09-30 21:44:03,КотоДень,99
27558,Люськин дом,2019-09-30 21:45:59,"1 КотоДень",97
27558,Люськин дом,2019-09-30 21:45:59,Наполнитель для туалета Fresh Step,36
28051,"Приют для кошек ""Потеряшка""",2019-09-30 22:03:39,"1 КотоДень",104
22494,Кот и Пёс,2019-09-30 22:17:40,ПёсоДень,155
22494,"Приют для кошек ""Потеряшка""",2019-09-30 22:17:40,"1 КотоДень",104
22494,Убежище,2019-09-30 22:17:40,"1 КотоДень",118
26947,"Самарский приют для животных ""НадеждА""",2019-09-30 22:24:39,Избавить питомца от глистов,120
26947,"Самарский приют для животных ""НадеждА""",2019-09-30 22:24:39,Избавить питомца от глистов,120
2095,Котофей,2019-09-30 23:15:31,"1 КотоМесяц",2500
2675,Добрые сердца,2019-09-30 23:21:59,КотоДень,99
22597,"Приют для кошек ""Потеряшка""",2019-09-30 23:24:06,"1 КотоДень",104
1795,"Приют для кошек ""Потеряшка""",2019-09-30 23:25:18,"1 КотоНеделя",870
23533,"Самарский приют для животных ""НадеждА""",2019-09-30 23:44:12,Избавить питомца от глистов,150
23533,"Самарский приют для животных ""НадеждА""",2019-09-30 23:44:12,Избавить питомца от блох,151
23533,Мокрый нос,2019-09-30 23:44:12,"1 ПёсоДень",145
23533,Центральный приют Спб для бездомных кошек!,2019-09-30 23:44:12,Профилактическое обследование,150
23533,Добрые сердца,2019-09-30 23:44:12,КотоДень,99
23533,"4 лапы",2019-09-30 23:44:12,ПёсоДень,155
23533,Лаюшки и Мяушки,2019-09-30 23:44:12,Избавить питомца от глистов,150
479,"Приют для кошек ""Потеряшка""",2019-10-01 01:11:12,"1 КотоДень",104
27900,"Самарский приют для животных ""НадеждА""",2019-10-01 02:33:16,Избавить питомца от блох,50
27900,Добрые сердца,2019-10-01 02:33:16,КотоДень,99
27900,Добрые сердца,2019-10-01 02:33:16,КотоДень,99
26155,"Самарский приют для животных ""НадеждА""",2019-10-01 02:36:04,"1 КотоДень",105
26155,"Самарский приют для животных ""НадеждА""",2019-10-01 02:36:04,Рекламировать питомца (пакет Mini),78
26155,"Самарский приют для животных ""НадеждА""",2019-10-01 02:36:04,"1 КотоДень",105
26155,"Самарский приют для животных ""НадеждА""",2019-10-01 02:36:04,Рекламировать питомца (пакет Mini),78
26155,"Самарский приют для животных ""НадеждА""",2019-10-01 02:36:04,Рекламировать питомца (пакет Mini),78
26155,"Самарский приют для животных ""НадеждА""",2019-10-01 02:36:04,Биохимический анализ крови,1568
26155,Люськин дом,2019-10-01 02:36:04,Рекламировать питомца (пакет Mini),78
26155,Центральный приют Спб для бездомных кошек!,2019-10-01 02:36:04,Рекламировать питомца (пакет Mini),78
26155,"Приют для кошек ""Потеряшка""",2019-10-01 02:36:04,"1 КотоДень",104
26155,"Приют для кошек ""Потеряшка""",2019-10-01 02:36:04,Рекламировать питомца (пакет Mini),78
26155,Добрые сердца,2019-10-01 02:36:04,КотоДень,99
26155,Добрые сердца,2019-10-01 02:36:04,Рекламировать питомца (пакет Mini),78
26155,Добрые сердца,2019-10-01 02:36:04,КотоДень,99
26155,Добрые сердца,2019-10-01 02:36:04,Рекламировать питомца (пакет Mini),78
5462,"Самарский приют для животных ""НадеждА""",2019-10-01 04:00:22,Избавить питомца от глистов,220
5462,Люськин дом,2019-10-01 04:00:22,"1 КотоДень",97
5462,"Приют для кошек ""Потеряшка""",2019-10-01 04:00:22,"1 КотоДень",104
5462,Добрые сердца,2019-10-01 04:00:22,КотоДень,99
27867,Мокрый нос,2019-10-01 06:15:29,"1 ПёсоДень",145
27867,Мокрый нос,2019-10-01 06:15:29,"1 ПёсоДень",145
27867,Мокрый нос,2019-10-01 06:15:29,"1 ПёсоДень",145
27867,Центральный приют Спб для бездомных кошек!,2019-10-01 06:15:29,Профилактическое обследование,100
178,"Приют для кошек ""Потеряшка""",2019-10-01 08:27:29,Порция вкуснейшего корма,39
4612,"Приют для кошек ""Потеряшка""",2019-10-01 08:32:45,"1 КотоДень",104
5885,"Приют для кошек ""Потеряшка""",2019-10-01 09:40:02,Порция вкуснейшего корма,39
26047,"Самарский приют для животных ""НадеждА""",2019-10-01 10:32:18,Избавить питомца от глистов,186
26047,"Приют для кошек ""Потеряшка""",2019-10-01 10:32:18,"1 КотоДень",104
26047,"Приют для кошек ""Потеряшка""",2019-10-01 10:32:18,Порция вкуснейшего корма,39
26047,"Приют для кошек ""Потеряшка""",2019-10-01 10:32:18,Наполнитель для туалета,20
26047,"Приют для кошек ""Потеряшка""",2019-10-01 10:32:18,Рекламировать питомца (пакет Mini),78
6157,"Приют для кошек ""Потеряшка""",2019-10-01 10:40:18,"1 КотоДень",104
28055,Убежище,2019-10-01 10:59:02,Дневная порция вкуснейшего корма,98
28053,Шереметьевский приют,2019-10-01 11:01:09,ПёсоДень,295
28053,Лаюшки и Мяушки,2019-10-01 11:01:09,ПёсоДень,155
28054,"4 лапы",2019-10-01 11:02:37,ПёсоДень,2.25
28055,Мокрый нос,2019-10-01 11:03:59,"1 ПёсоДень",145
28054,Лаюшки и Мяушки,2019-10-01 11:16:23,Избавить питомца от глистов,1438
22463,"Приют для кошек ""Потеряшка""",2019-10-01 12:52:16,"1 КотоДень",104
28057,Добрые сердца,2019-10-01 13:34:20,Порция вкуснейшего корма,36
28058,Добрые сердца,2019-10-01 14:03:56,Порция вкуснейшего корма,36
28060,Кот и Пёс,2019-10-01 14:13:59,ПёсоДень,155
28061,"Самарский приют для животных ""НадеждА""",2019-10-01 14:16:56,Избавить питомца от блох,50
27847,Центральный приют Спб для бездомных кошек!,2019-10-01 14:18:25,"1 КотоДень",98
27249,"Кошачий приют ""ДОМИК""",2019-10-01 14:35:49,КотоДень,67
267,Добрые сердца,2019-10-01 16:09:16,КотоДень,99
267,Добрые сердца,2019-10-01 16:09:16,Порция вкуснейшего корма,100
267,Добрые сердца,2019-10-01 16:09:16,Кастрация питомца,200
5531,"Самарский приют для животных ""НадеждА""",2019-10-01 16:23:41,Повысить иммунитет,1000
5531,"Самарский приют для животных ""НадеждА""",2019-10-01 16:23:41,Рентген питомца,704
